Column A,Column B
157960,61354605
157961,42689434
157962,32723739
157963,26935693
157964,35500255
157965,35252783
157966,86551396
157967,44643147
157968,30398220
157969,89793389
157970,70908039
157971,77820896
157972,36200837
157973,68542638
157974,41255692
157975,9327888
157976,62486865
157977,49426489
157978,2929803
157979,81881155
157980,88368545
157981,82578228
157982,7703476
157983,57267238
157984,40311204
157985,81368079
157986,37110922
157987,86983476
157988,54653618
157989,93467460
157990,26083883
157991,75828596
157992,20631572
157993,70111232
157994,33152516
157995,57859019
157996,56164657
157997,69750505
157998,44135947
157999,32045323
158000,14578705
158001,14976740
158002,30144569
158003,85545879
158004,69751894
158005,65391092
158006,20850900
158007,80605419
158008,9012251
158009,80490016
158010,99323999
158011,37311456
158012,2146448
158013,17401697
158014,48522625
158015,44660567
158016,28050896
158017,11892703
158018,50511820
158019,7951334
158020,14668421
158021,45613979
158022,50340298
158022,82861521
158023,57922400
158024,22677767
158025,97897960
158026,6397650
158027,69512775
158028,96788276
158029,75374801
158030,60043291
158031,99737883
158032,90989327
158033,75951485
158034,1305158
158035,89278118
158036,56888428
158037,54508891
158038,51358971
158039,32037006
158040,84383188
158041,90625638
158042,88595665
158043,34545983
158044,73513924
158045,89099939
158046,52861637
158047,88482227
158048,73333087
158049,24343480
158050,38433797
158051,44838727
158052,42801464
158053,78226270
158054,81595568
158055,68983248
158056,11616100
158057,60326220
158058,65077206
158059,51119094
158060,53378585
158061,88638984
158062,87979947
158063,4507325
158064,97977997
158065,10065373
158066,18890553
158067,97450480
158068,10952755
158069,7331005
158070,51314657
158071,55728628
158072,37564538
158073,22981743
158074,47887969
158075,69407067
158076,81058220
158077,13111785
158078,7675132
158079,31483330
158080,43755877
158081,16892576
158082,37078783
158083,6261262
158084,63716667
158085,42161236
158086,38976834
158086,36867253
158087,8359383
158088,13865324
158089,64079508
158090,46007452
158091,29924852
158092,58922267
158093,73782889
158094,12820059
158095,69798207
158096,71480412
158097,95779996
158098,53826814
158099,61367225
158100,18039815
158101,38405717
158102,87588721
158102,58869939
158103,93223177
158104,12619442
158105,75569696
158106,78206223
158107,20828320
158107,71398772
158107,94438184
158108,24274181
158109,8318477
158110,22849
158111,86931446
158112,10814820
158113,27330132
158114,74880309
158115,97341744
158116,81520780
158117,71701197
158118,65372518
158119,27214361
158120,86336065
158121,15865965
158122,51528881
158123,9059438
158124,56939730
158125,58515666
158126,87390040
158127,67985040
158128,93266421
158129,2858618
158130,76406790
158131,94302883
158132,61626130
158133,37304
158134,95984449
158135,59797571
158136,32237343
158137,23628283
158138,32091978
158139,88793899
158140,65345899
158141,61482551
158142,71580837
158142,48956032
158143,14976325
158144,25448253
158145,8398650
158146,33763789
158147,25544775
158148,44990026
158149,47580289
158150,28824519
158151,95860870
158152,97648304
158153,16245811
158154,79789986
158155,21789528
158156,57448222
158157,49939193
158158,58612549
158159,88376552
158160,48692859
158161,11135253
158162,49544911
158163,72074522
158164,17588803
158165,46466089
158166,84992266
158167,35339676
158168,96429909
158169,48669432
158170,55960687
158171,70134864
158172,65580577
158173,45843592
158174,3951425
158175,42248930
158176,9663857
158177,80778347
158178,12325078
158179,80535425
158180,3926535
158181,64075077
158182,96457560
158182,29868832
158183,28039886
158184,58060948
158185,48208814
158186,24563750
158187,38597058
158188,80893308
158189,37312400
158190,3225479
158191,67655564
158192,78243018
158193,20624843
158194,8610028
158195,81802743
158196,94580949
158197,75041592
158198,67466845
158199,95030501
158200,67382450
158201,979506
158202,44024722
158203,4387258
158204,42597354
158205,23655404
158205,73755454
158206,83687774
158207,46230057
158208,81313855
158209,97809233
158210,62840887
158210,4111300
158211,55584561
158212,66105736
158213,22347594
158214,27799727
158215,9418977
158216,45022882
158217,83095622
158218,38578150
158219,5811025
158220,64188031
158221,53858316
158222,77951377
158223,83670262
158224,98238645
158225,56094019
158226,21166250
158227,19366728
158228,49605001
158229,67199738
158230,875917
158231,39628798
158232,60491112
158233,28960884
158234,32874802
158235,2372746
158236,24691306
158236,86157859
158237,86008793
158238,74403390
158239,52780279
158240,65537555
158241,61769380
158242,85359605
158243,70219308
158244,83888657
158245,12368016
158246,88753675
158247,68290929
158248,17815902
158249,96895808
158250,99683405
158251,70293971
158252,40865252
158253,42406352
158254,22552843
158255,65526188
158256,42112102
158257,85263472
158258,59785108
158259,97155934
158260,16214182
158261,67982616
158262,79259448
158263,54556548
158264,7991653
158265,72026422
158266,7994665
158267,87756108
158268,48216267
158269,44962159
158270,22676115
158271,63713133
158272,36786033
158273,29268036
158274,49745774
158275,30252640
158276,24842685
158277,39156740
158278,92947281
158279,17866692
158280,1117375
158281,71021585
158282,2732160
158283,58181057
158284,80914847
158285,56070196
158286,38684238
158287,72715700
158288,70134903
158289,39275373
158290,81637125
158291,32401618
158292,21457051
158293,36125772
158294,49810284
158295,65870766
158296,65267685
158297,54925562
158298,67836312
158299,2582652
158300,41712276
158301,8745050
158302,28746521
158303,78813951
158304,2504845
158305,52156409
158306,84778519
158307,50821636
158308,724644
158309,96100296
158310,53884334
158310,65906674
158311,87113236
158312,35754822
158313,7696369
158314,1330019
158315,77192865
158316,66608140
158317,9498466
158318,62656709
158319,57754094
158320,86911928
158321,57256969
158322,47304613
158323,81398460
158324,30717674
158325,18563996
158326,51426806
158327,74953920
158328,468865
158329,89300436
158330,3161515
158331,63829215
158332,23643098
158332,75692470
158333,60410673
158334,24984714
158335,98393275
158336,87726371
158337,93041875
158337,32233743
158338,88201935
158339,81118460
158340,76899017
158341,55007357
158342,15363521
158342,28659057
158343,22983179
158344,83237870
158345,22809955
158346,3646364
158347,69460550
158348,91001677
158348,8242469
158349,75781054
158350,42354311
158351,31990044
158352,3460603
158353,51196883
158354,16763097
158355,53521635
158356,95053252
158357,54497757
158357,22566714
158358,93193026
158359,55685185
158360,69474902
158361,68164793
158362,35631836
158363,84573480
158364,94350927
158365,70111351
158366,68285125
158367,25294069
158368,57155516
158369,72079422
158370,78975761
158371,7008131
158372,30130924
158373,85622472
158374,93244628
158375,15049125
158376,53942531
158377,97634487
158378,86012911
158379,59021443
158380,62016093
158381,29770680
158382,44629804
158383,54269297
158384,74401622
158385,60292346
158385,88964943
158386,63824555
158387,21108986
158388,65447450
158389,44382774
158390,3905372
158391,1116170
158391,12154278
158392,61303659
158393,27045163
158394,79180463
158395,89409555
158396,45910452
158397,51174969
158398,70273689
158399,99076915
158400,48211909
158401,84842817
158402,75213837
158403,23632021
158404,19556845
158405,54556862
158406,29612564
158407,93772107
158408,25039694
158408,17871718
158409,15957518
158410,19649109
158411,94598407
158412,871012
158413,24162638
158414,41295395
158415,71759708
158416,52346368
158417,10330093
158418,67993748
158419,99391389
158420,90487637
158421,11927765
158422,92357674
158423,12155197
158424,38038465
158425,86125288
158426,18689487
158427,55771219
158428,54625702
158429,44241694
158430,1579599
158431,6512324
158432,71697085
158433,55425383
158434,96128501
158435,9915492
158436,91053308
158437,93118893
158438,37140743
158439,52634185
158440,97634532
158441,86938234
158442,87766988
158443,58650323
158444,36405332
158445,91293812
158446,87568373
158447,66311933
158448,64768090
158449,89862446
158450,24809024
158451,15954758
158452,4742217
158453,11086646
158454,908104
158455,24462870
158456,18260128
158457,19494222
158458,99396435
158459,1291357
158460,501931
158461,99404312
158462,60538036
158463,65486526
158464,84165186
158465,94336673
158466,98597590
158467,70470398
158468,51295114
158469,46827393
158470,15496231
158471,50451147
158472,74909024
158473,31566403
158474,9899569
158475,41692434
158476,94562467
158477,55929914
158478,80568646
158479,67354676
158480,6819859
158481,44642472
158482,93900477
158483,79497101
158484,76944181
158485,8676764
158485,20423388
158486,73470052
158487,48059801
158488,56246205
158489,67370524
158490,58997453
158491,53728590
158492,19048079
158493,8026308
158494,75072953
158495,7978424
158496,60912612
158497,61790580
158498,35800537
158499,63396406
158500,23798419
158501,26920199
158502,88120818
158503,47994225
158504,31018532
158505,54157403
158506,84986695
158507,82627258
158508,19579479
158509,4693278
158510,60795516
158511,82593471
158512,65135406
158512,28288634
158513,84223635
158514,56434888
158515,12725389
158516,77943623
158517,44772660
158518,29496952
158519,9255943
158520,6042034
158521,51346664
158522,17306244
158523,41956372
158524,25956801
158525,81202890
158526,22089865
158527,15748041
158528,89081168
158529,23683821
158530,71374567
158531,49053566
158532,32348437
158533,8376727
158534,38307052
158535,6757943
158536,4852040
158537,16741165
158538,63205835
158539,35558481
158540,5579422
158541,77403000
158542,5573642
158543,24499537
158544,63145326
158545,6946855
158546,85084245
158547,4864544
158548,41015180
158549,34999705
158550,2951993
158551,15575014
158552,57934852
158553,70202948
158554,14875894
158555,60774136
158556,77494184
158557,10210327
158558,67488780
158559,9430448
158560,14211467
158561,58655612
158562,91367456
158563,84657319
158564,11702841
158565,97591307
158566,21022843
158567,3910988
158568,29584102
158569,50244870
158570,33341058
158571,64908079
158572,35868236
158573,22354049
158574,96082678
158574,91146623
158575,9514411
158576,41244453
158577,45890036
158578,27899222
158579,53603707
158580,337389
158581,38662299
158582,80615548
158583,76619249
158584,32432280
158585,89736570
158586,25204873
158587,32891963
158588,65442065
158589,28031823
158589,60906472
158590,84004274
158591,57820522
158592,37791194
158593,25442525
158594,24688176
158595,73731314
158596,29173337
158596,6557183
158597,57516711
158598,70683873
158599,62855461
158600,83162077
158601,54645016
158602,85755906
158603,7625290
158604,23392457
158605,86001353
158606,10984065
158607,13826415
158608,69110342
158609,45724205
158610,91638065
158611,13312334
158612,75459835
158613,53841596
158614,57358729
158615,25743434
158616,56914631
158617,4796122
158618,11533972
158619,95790074
158620,33030336
158621,75859662
158622,82384691
158623,98141536
158624,48506194
158625,98111400
158626,54574664
158627,71342855
158628,64650857
158629,22514805
158630,95065506
158631,27020102
158631,81740142
158632,62280001
158633,40847747
158634,88226736
158635,2029770
158636,91592278
158637,6862581
158638,35267762
158639,79514115
158640,48095267
158641,36376
158642,36857129
158642,71754818
158643,43742866
158644,57820899
158645,99865141
158646,1659616
158647,66751331
158648,18971489
158649,90103669
158650,54119340
158651,29568302
158652,86406015
158653,22627701
158654,15662113
158655,33232315
158656,30048180
158657,5445143
158658,27655180
158659,54273601
158660,19245265
158661,60439780
158662,17313725
158663,96722898
158664,11761146
158665,2485802
158666,2143992
158667,50474581
158668,94078795
158669,19652679
158670,79331195
158671,21084434
158672,20497781
158673,32310287
158674,7223804
158675,71643615
158676,69083766
158677,39554055
158678,73084168
158679,62171504
158680,7827605
158681,10584037
158682,83243245
158683,98389884
158684,29273467
158685,25116616
158686,38043309
158687,55152725
158688,65612996
158689,6836247
158690,98167214
158691,86777037
158692,91634279
158693,84940715
158694,8575834
158695,91372511
158695,48794081
158696,3408012
158697,67169723
158698,51091915
158699,8488696
158700,11184715
158701,22351143
158702,68104400
158703,93103748
158704,75547734
158705,85501797
158706,91156161
158707,5091539
158708,18540988
158709,99143390
158710,8461372
158711,86954309
158712,99010619
158713,27729410
158714,33374011
158715,72336277
158716,45816512
158717,14159507
158718,19522300
158719,88276852
158720,15802586
158721,4458194
158722,37998140
158723,34141021
158724,32358158
158725,88978366
158726,78125720
158727,8525650
158728,72511251
158729,13523714
158730,59681019
158731,27529976
158732,38001179
158733,65651386
158734,13433127
158735,70118668
158736,3890660
158737,32428591
158738,86805097
158739,59470360
158740,88016517
158741,25357834
158742,65110160
158743,38209034
158744,81417857
158745,74318842
158746,90782830
158747,40587228
158748,32893924
158749,87235778
158750,90902694
158751,61379774
158752,12554535
158753,68279311
158754,31647706
158755,83161597
158756,87884873
158757,14789239
158758,30302471
158759,66125274
158760,84867955
158761,11092592
158762,34308781
158763,619366
158764,18144978
158765,77188146
158766,14954951
158767,26951509
158768,2063417
158769,99115408
158770,82981992
158771,9764663
158772,77103948
158773,62607616
158774,97237926
158775,41915327
158776,78823978
158777,3901471
158778,74515570
158779,87660390
158780,58226503
158781,97829267
158782,88300964
158783,66177050
158784,14178952
158785,8824407
158786,20744158
158787,88162209
158788,80330286
158789,89301586
158790,11090733
158791,19895453
158792,7605234
158793,19883639
158794,62447141
158795,32926639
158796,13351964
158797,10676707
158798,63902196
158799,35009535
158800,14996590
158801,13775497
158802,62182922
158803,1443983
158804,75938995
158805,78291190
158806,96701843
158807,77795678
158808,67053556
158809,75190580
158810,30742893
158811,10482018
158812,41598209
158813,59779513
158814,86480665
158815,72462100
158816,8291533
158817,58305830
158818,94557976
158819,68426205
158820,40619392
158821,54035690
158822,66910668
158823,13126993
158824,85137905
158825,81822226
158826,58929751
158827,84122216
158828,40594093
158829,63050939
158830,45202282
158831,15124201
158832,58259168
158833,14959526
158834,21964910
158835,85626903
158836,25123890
158837,34683753
158838,41252551
158839,40221353
158840,74253807
158841,56086756
158841,74324964
158842,49230541
158843,49830714
158844,89623344
158845,18040579
158846,47444520
158847,71445010
158848,19912681
158849,4916143
158850,93403134
158850,26634326
158851,62419143
158852,54685939
158852,68988625
158853,65222140
158854,6512244
158855,95778549
158856,50035942
158857,99413123
158858,39442264
158859,66929897
158860,21117319
158861,69249351
158862,98146217
158863,53768954
158864,74490662
158865,78699704
158866,91692687
158866,58816116
158867,29289210
158868,13799067
158869,28229643
158870,37252429
158871,26784548
158872,57975549
158873,44808951
158874,92284429
158875,5694200
158876,17295241
158877,7881902
158878,31312488
158879,12447863
158880,80437386
158881,21920940
158882,91448541
158883,33444497
158884,35594846
158884,82513680
158885,31802207
158886,17914270
158887,86445681
158888,60253083
158889,15235373
158890,42881395
158891,51335387
158892,8105939
158893,8906652
158894,73095689
158895,26089931
158896,22028922
158897,38590095
158898,62454561
158899,575011
158899,81959000
158900,71402724
158901,61119811
158902,71766619
158903,24324635
158904,62289040
158905,29383584
158906,46194919
158907,97029352
158908,47385043
158909,92782767
158910,61547033
158911,75960995
158912,40931902
158913,95277844
158914,68796314
158915,84924991
158916,89725955
158917,55746915
158918,91847560
158919,65342125
158920,99882954
158921,85814424
158922,22601322
158923,58667101
158924,22769499
158925,72972706
158926,19308430
158927,68221849
158928,79193918
158929,5151138
158930,20661996
158931,57123375
158932,24343297
158933,56520111
158934,46535953
158935,8503811
158936,31424086
158937,20361612
158938,81994013
158939,76640340
158940,98667642
158941,24869713
158942,87171344
158943,68338453
158944,56449071
158945,95213401
158946,56892657
158947,13109129
158948,62057945
158949,98550616
158950,1660450
158951,25837920
158952,13436685
158953,93068382
158954,62102366
158955,50498251
158955,86597921
158956,73294954
158957,70122569
158958,93671019
158959,35695087
158960,65528284
158961,18833385
158962,27302585
158963,16046717
158964,60442953
158965,4768402
158966,37933553
158967,28002868
158968,46641574
158969,29974842
158970,84177210
158971,39394718
158972,77349199
158973,67704705
158973,11423639
158974,45854682
158975,73706275
158976,19766643
158977,88994681
158978,73172067
158979,72446039
158980,16444101
158981,90668928
158982,69119952
158983,89489412
158984,1932777
158985,59171937
158986,37325474
158987,75485781
158988,60636449
158989,44214371
158990,17824796
158991,72001216
158992,55942616
158993,34466328
158994,57733828
158995,43759319
158996,4060940
158997,47178746
158998,66467988
158999,65965709
159000,65936647
159000,4226187
159000,61740374
159001,17158858
159002,77169648
159003,7212611
159004,58886727
159005,4501863
159006,68704798
159007,81786747
159008,8173606
159009,44002459
159010,44040802
159011,7146625
159012,72211504
159013,12657674
159014,31730742
159015,24011066
159016,45155604
159017,42709243
159018,55364468
159019,65764220
159020,84454477
159021,39003305
159022,16986583
159023,34585275
159024,39099049
159025,82006107
159026,81770915
159026,34015806
159027,20909837
159028,68195469
159029,28045757
159030,29917581
159031,34569537
159032,67043227
159033,13016342
159034,72680352
159035,9241229
159036,97947345
159037,55810239
159038,53339320
159039,28690329
159040,30453977
159041,20146438
159041,60438615
159042,57245621
159043,4795394
159044,13942285
159045,69569148
159045,14901419
159046,40854256
159047,18436250
159048,72786683
159049,51056014
159050,9820522
159051,87669123
159052,50249014
159053,14756863
159054,66197910
159055,16050880
159056,84556399
159057,13326444
159058,45583983
159059,9145025
159060,81964892
159061,15358891
159062,56175910
159063,74686392
159064,34410538
159065,91784661
159066,16944538
159067,90276334
159068,45865480
159069,81835873
159070,77192221
159071,12171154
159072,80322684
159073,32567594
159073,40980040
159074,42007822
159075,40291042
159076,1583504
159077,96218277
159078,56596612
159079,66661841
159080,77228947
159081,87773024
159082,84543964
159083,55606759
159084,30610235
159084,87274101
159085,2905948
159086,79506281
159087,1934305
159088,23259560
159089,95773219
159090,65762581
159091,52905441
159092,31710714
159093,9555581
159094,94266107
159095,92270470
159096,40758308
159097,27002720
159098,30297004
159099,45091605
159100,590346
159101,50371526
159102,7857925
159103,37588545
159104,4718788
159105,78439426
159106,18140007
159107,24093645
159108,81392092
159109,48251286
159110,92418225
159111,16532715
159112,29601304
159113,15864992
159114,39964979
159115,93939483
159116,68203914
159117,63571837
159118,17856302
159119,32243981
159120,21392143
159121,17172271
159122,59674898
159123,50506452
159124,99473001
159125,11212913
159126,67353794
159127,48111979
159128,59341384
159129,20161959
159130,98365420
159131,96064325
159132,10498949
159133,17843295
159134,72226965
159135,22679461
159136,69318146
159137,80082208
159138,21532458
159139,51121164
159140,51772098
159140,37292458
159141,26318798
159142,57252208
159143,70624181
159144,45367308
159145,71105882
159146,55017043
159147,33755672
159148,88453532
159149,76370448
159150,52962263
159151,13266794
159152,20970939
159153,71966418
159154,72534818
159155,82886185
159156,7100126
159157,24252083
159158,59639744
159159,8002018
159160,97864292
159161,26432791
159162,46556380
159163,408736
159164,43195687
159165,62049386
"
",82279522
159166,89157070
159167,81274573
159168,42791711
159169,3866033
159170,36396976
159171,99409437
159172,49925265
159173,60972909
159174,50497302
159175,17879387
159176,71194376
159177,33389747
159178,9758399
159179,51836656
159180,20738656
159181,90604230
159182,2330160
159183,56151053
159183,25029026
159184,34882093
159185,5001486
159186,97471672
159187,9227492
159188,84507515
159189,61713885
159190,64651123
159191,50518259
159192,96533809
159193,76544367
159194,63417294
159195,76819815
159196,4341365
159197,39819606
159197,11261026
159197,84550100
159198,75472734
159199,37640459
159200,43717900
159201,94315031
159202,57028752
159203,76828572
159204,44086222
159204,219234
159205,17618674
159206,82996210
159207,45430114
159208,86682961
159209,69494107
159210,30061126
159211,86594279
159212,92651660
159213,14659951
159214,3952137
159215,56801315
159216,9918003
159217,2701206
159218,9349688
159219,9746278
159219,67773738
159219,90781084
159220,90557111
159221,65167874
159222,62340754
159223,76950957
159224,87268826
159225,66198948
159226,82939105
159227,56778536
159228,25278595
159229,26120087
159230,54521902
159231,57833229
159232,35303271
159233,5450917
159234,57256738
159235,99852477
159236,75451712
159237,71526452
159238,48735252
159239,95497589
159240,64303567
159240,72414577
159241,45585117
159242,26660083
159243,41521738
159244,5047223
159245,41832002
159246,9594834
159247,19391564
159248,35555919
159249,36442732
159249,22967619
159250,28851300
159251,58387593
159252,44922694
159253,42580463
159254,49061653
159255,29109220
159256,96575847
159257,74105781
159258,34575729
159259,6854850
159260,76166803
159261,9325785
159262,48040005
159262,33142138
159263,57837429
159264,25162753
159265,40130790
159266,81968270
159267,1636989
159268,29510381
159269,79269183
159270,83333274
159271,59008703
159272,49950476
159273,2740263
159274,5499509
159275,24395240
159276,80135135
159277,48928390
159278,59169419
159279,57568007
159280,6731096
159281,29716629
159282,30921071
159283,97601132
159284,55488031
159285,60660791
159286,87719685
159287,8783290
159288,13041207
159289,67509334
159290,19295720
159291,41960696
159292,8327515
159293,29290209
159294,56203063
159295,11516123
159296,55709209
159297,69310435
159298,1064700
159299,56133486
159300,11727624
159301,69581504
159302,60688317
159303,15354912
159304,35747937
159305,34086430
159306,82950681
"
",48616428
159307,97547185
159308,92522775
159309,41283516
159310,94266114
159311,49958434
159312,71462886
159313,39578952
159314,91561771
159315,66485381
159316,41637761
159317,61287890
159317,70439692
159318,16341408
159319,89112982
159320,72019881
159321,17598711
159322,75194242
159322,95796467
159323,35478452
159324,78961530
159325,47004104
159326,23377968
159327,35217982
159328,19786186
159329,7680116
159330,90001227
159331,12836232
159332,11692031
159333,85764736
159334,11952079
159335,34482650
159336,93113280
159337,39849733
159338,37141386
159339,68783641
159340,67867524
159341,77929381
159342,55432045
159343,17087976
159344,39413990
159345,26958663
159346,41356428
159347,92823034
159348,9746627
159349,34725306
159350,46725457
159351,93603127
159352,56026622
159353,14168436
159354,94956904
159355,65507519
159356,45928386
159357,42325830
159358,73198943
159359,24196842
159360,58511063
159361,74424138
159362,3704698
159363,53780855
159364,76528433
159365,11027461
159366,48715514
159367,91953676
159368,30749558
159369,39886138
159370,79876783
159371,32632741
159372,52370915
159373,7511331
159374,20865597
159375,62937103
159376,84644100
159377,71302340
159378,11944551
159379,63821111
159379,94554972
159380,68518113
159381,87850121
159382,21702255
159383,75883578
159384,78332091
159385,55579621
159386,88114675
159387,78862708
159388,2769295
159389,72476570
159390,50796474
159391,67991911
159392,83464975
159393,4307054
159394,80424762
159395,46503829
159396,76932090
159396,83476358
159397,42728656
159398,14791407
159399,21493215
159400,9550498
159401,1788313
159402,43099115
159403,45323826
159404,14472259
159405,73053245
159406,44256599
159407,4233239
159408,53030885
159409,63317504
159410,6932869
159411,35964268
159412,78744824
159413,82981060
159414,59356581
159415,45427994
159416,76622786
159417,69178509
159418,32734595
159419,43403686
159420,90559522
159421,97947879
159422,16304398
159423,23341922
159424,48200774
159425,27836630
159426,4548856
159427,28488603
159428,76559616
159429,75381183
159430,45051527
159431,83634058
159432,57781547
159433,98529335
159434,78441313
159435,93333396
159436,51568451
159437,17621111
159438,11316406
159439,10842579
159440,40948864
159441,78202213
159442,35295739
159443,14415335
159444,57766141
159445,59954721
159446,12215182
159447,64763929
159448,96290699
159449,91696555
159450,54570866
159451,67784038
159452,67487582
159453,80114725
159454,52674403
159455,63101775
159456,68609316
159457,42182110
159458,17356349
159459,77893223
159460,85384658
159461,32635427
159462,50533589
159463,75896693
159464,38961174
159465,49149420
159466,84061335
159466,17461572
159467,21138604
159468,73347389
159469,29331678
159470,80103146
159471,20897582
159472,66979424
159473,76718394
159474,54449931
159475,7399648
159476,11781002
159477,93306785
159478,78145916
159479,80711883
159480,70179394
159481,65254797
159482,59106271
159483,93994357
159484,48102122
159485,54340605
159486,32892611
159487,95508483
159488,46210358
159489,75909763
159490,28334833
159491,62476680
159492,29913344
159493,69166342
159494,79971032
159495,77345924
159496,82643997
159497,5297107
159498,50303318
159499,13823862
159500,13377186
159501,31808294
159502,82995403
159503,87885111
159504,91647278
159505,44731147
159506,71861726
159507,23978945
159508,18769813
159509,375148
159510,38960595
159511,70611919
159512,34385213
159513,46457722
159514,31397464
159515,79252219
159516,27842759
159517,92051206
159517,8925975
159518,59379303
159519,33838630
159520,50475095
159521,41475906
159522,57953246
159523,99633750
159524,31838488
159525,74485168
159526,20436436
159527,6974517
159528,21234392
159529,94533267
159530,46393082
159531,32026632
159532,92264195
159533,13784333
159534,14087132
159535,25353685
159536,32172886
159537,86666611
159538,38162863
159539,62771160
159540,12553279
159541,20860339
159542,5607590
159543,99984783
159543,98313542
159544,32664697
159545,36089313
159546,26930144
159547,23060611
159548,79844397
159549,22784076
159550,41855669
159551,65335077
159552,78492101
159553,75047942
159554,80811686
159555,16995464
159556,27365594
159557,19741746
159558,37623825
159559,15299948
159560,53255023
159561,7993936
159562,67151007
159563,65823814
159564,87055098
159565,50841743
159566,62700458
159567,27196757
159568,45658158
159568,82678077
159569,31558490
159570,17428824
159571,4945559
159572,93644476
159573,82010400
159574,15146456
159575,38869278
159576,79626889
159577,77740827
159578,90197442
159579,9077129
159580,64770012
159581,94540758
159582,51205179
159583,13930898
159584,82863999
159585,47669762
159586,54281470
159587,60870691
159588,73034271
159589,27615868
159590,56534946
159591,96784137
159592,93454924
159593,30666750
159594,72647787
159595,50247087
159596,54912526
159597,83974288
159598,52421589
159599,57345927
159600,14359632
159601,11056518
159602,86823780
159603,1272486
159604,35889425
159605,47258539
159606,5168881
159607,45857340
159608,13188284
159609,15580239
159610,65095795
159611,87120740
159611,22938114
159612,6780752
159613,51745065
159614,68896748
159615,9075895
159616,74932746
159617,49385915
159618,33039405
159619,26850229
159620,61678533
159621,5522182
159622,95099234
159623,40009517
159624,80950566
159625,85738939
159626,2924700
159627,23407727
159628,71976828
159629,78593103
159630,99200083
159631,73083515
159632,1657755
159633,58222528
159634,98894514
159635,39478887
159636,24279470
159637,88968235
159638,11095822
159639,72657918
159640,99021289
159641,46172994
159642,82067724
159643,92081096
159644,59747674
159645,490083
159646,51391700
159647,3747326
159648,27198991
159649,70479384
159650,11114659
159651,52350634
159652,61597760
159653,22273426
159654,81961723
159655,17271669
159656,72404794
159657,54831819
159658,67492076
159659,57381870
159660,66806518
159661,6277091
159662,59213816
159663,22218919
159664,68312185
159665,75525788
159666,24309960
159667,90733339
159668,88029180
159669,69863214
159670,23985570
159671,75557831
159671,6516054
159672,19556594
159673,66279469
159674,25126641
159675,77105743
159676,21187602
159677,13662491
159678,57874084
159679,67588727
159680,84264837
159680,24395010
159681,67055182
159682,93420597
159683,3593621
159684,46939077
159685,84916466
159686,19543747
159687,5416853
159688,1632283
159689,69036463
159690,48329739
159691,73844296
159692,82111815
159693,89628754
159694,65545428
159695,6038277
159695,2786465
159696,71699229
159697,91768978
159698,93286703
159699,91278876
159700,89146724
159701,35814669
159702,45389366
159703,66464700
159704,13958713
159705,81794098
159706,34040071
159707,65917395
159708,8177182
159709,56258739
159710,23678042
159710,90862668
159711,71918248
159712,82602661
159713,51870808
159714,7361915
159715,3353998
159716,37464025
159717,50239241
159718,1688930
159719,35742787
159719,19738656
159720,49650845
159721,1876415
159722,50590782
159723,82620706
159724,1196837
159725,23428258
159726,35137748
159727,83497230
159728,12855120
159729,30512710
159730,78282679
159731,79242837
159732,57308309
159733,85637751
159734,19574934
159735,59965828
159736,34088496
159737,35563213
159738,57772972
159739,56348985
159740,15243624
159741,29702956
159742,12550135
159743,54683547
159744,91486661
159745,98750513
159746,75775429
159747,30434464
159748,57754012
159749,12018584
159750,98067216
159751,11481232
159752,98580030
159753,48629810
159754,56512041
159755,23922135
159756,9168609
159757,49350679
159758,62614396
159759,51501099
159760,707374
159761,59859376
159762,54382675
159763,74820095
159764,20100557
159765,74586215
159766,11077990
159767,90527099
159768,48979560
159769,11082354
159770,68958486
159771,23532823
159772,78620265
159773,49276222
159774,49734794
159774,45620075
159775,59439235
159776,98370200
159777,52690868
159778,39175930
159779,92929144
159780,12837337
159781,42121245
159782,10073854
159783,44635117
159784,61034214
159785,24970124
159786,96947610
159787,26697984
159788,87673896
159789,77244673
159790,24215880
159791,28257962
159792,87376460
159793,54474046
159794,17289235
159795,90849004
159796,69340356
159797,40546639
159798,38326994
159799,5112169
159800,41891738
159801,84699423
159802,54473266
159803,27121815
159804,97410786
159804,90811115
159805,1164333
159806,76890584
159807,25085946
159808,90259954
159809,72207470
159810,54057425
159811,11692786
159812,50707689
159812,37456648
159813,18040856
159814,44688829
159815,23020482
159816,68846193
159817,7657763
159818,47806190
159819,21433082
159820,2284409
159821,89895425
159822,32416362
159823,99114948
159824,58612019
159825,50806599
159826,45032364
159827,77614963
159828,89358679
159829,22599089
159830,16586633
159831,58883792
159832,62875163
159833,50120120
159834,64839363
159835,84448445
159835,22070244
159836,53656929
159837,41025500
159838,47270601
159839,12209528
159840,79659995
159841,42494135
159842,78419532
159843,59848325
159844,94409036
159845,39634970
159846,34665392
159847,3988867
159848,51807569
159849,31777106
159850,78941880
159850,80119432
159851,6897211
159852,34022012
159853,98972404
159854,17249662
159855,80109520
159856,79731473
159857,86273924
159858,96264913
159859,54272041
159860,22323435
159861,50490509
159862,16440057
159863,26655562
159864,17233389
159865,70762811
159866,55552254
159867,71900614
159868,83141248
159869,31115965
159870,85435277
159871,79493049
159872,97474497
159873,33936868
159874,34999999
159875,36384115
159876,7849747
159877,10395113
159878,98872735
159879,62589794
159880,15731876
159881,51973047
159882,72096902
159883,83876843
159884,1289965
159885,69299149
159886,15695636
159887,84574742
